Catégorie,Substance Active,Concentration,Formulation,Produit Commercial,Numéro Homologation,Société,Fabricant,Année,eu_overall_status,eu_match_count,eu_checked_substances,eu_matched_names,eu_status_details,eu_errors
HERBICIDE,Metazachlore,500 g/L,SC,TWIGA,H.022-15,BIOPROTECTION,AAKO BV,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Metazachlore,Metazachlor,Metazachlore:EU_APPROVED,
HERBICIDE,Metribuzine,75%,WG,Maestro 75 WG,H.042-11/21,BIOPROTECTION,AAKO,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine,600 g/L,SC,Sencor 600SC,H.089-11/21,PROMOCHIMIE,BAYER,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine,70%(g/kg),WG,MAYA,H.017-22,SLDA,UPL,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine,70%(g/kg),WG,DANCOR 70,H.004-16,PROTAGRI,UPL,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine,700 g/kg,WD,MATRIX WDG,H.001-17,STIMA,SHARDA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine,700 g/kg,WD,HERBISTAR WDG,H.20-21,Fertitech,SHARDA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine,48%,SC,TUBERON,H.01-21,AGRIMATCO,UPL,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine,480 g/l,SC,buzzin,H.03-21,Delta agricole plus,sharda cropchem,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine,480 g/l,SC,Mitraze,H.015-22,AGRIMED,sharda cropchem,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine,700 g/kg,WP,NOVAMET WP,H.037-22,AGRINOVA,AGROW ALLIED,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine,700 g/kg,WP,POMOCORE WP,H.001-22,NEGANOR,AGROW ALLIED,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine,Metribuzin,Metribuzine:EU_NOT_APPROVED,
HERBICIDE,Metribuzine+Clomazone,233g/l + 60 g/l,CS,CETUS,H.003-16,AGRIPROTEC,FMC,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Metribuzine+Clomazone,Metribuzin,Metribuzine+Clomazone:EU_NOT_APPROVED,
HERBICIDE,Metsulfuron Méthyl,20%,WG,Isomexx,H.043-11/21,AGRIPROTEC,NUFARM,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Metsulfuron Méthyl,,Metsulfuron Méthyl:NOT_IN_EU_LIST,
HERBICIDE,Metsulfuron Méthyl,20%,WG,Karal,H.003-13,BIOPROTECTION,NUFARM,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Metsulfuron Méthyl,,Metsulfuron Méthyl:NOT_IN_EU_LIST,
HERBICIDE,Metsulfuron Méthyl,20%,WG,Metsy WG,H.009-16,PROTAGRI,UNITED,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Metsulfuron Méthyl,,Metsulfuron Méthyl:NOT_IN_EU_LIST,
HERBICIDE,Metsulfuron Méthyl,20%,WG,METRON WG,H.038-22,AGRIMATCO,UNITED,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Metsulfuron Méthyl,,Metsulfuron Méthyl:NOT_IN_EU_LIST,
HERBICIDE,Metsulfuron-methyl +,40g/kg+500 g/kg,WG,XANADU,H.029-22,BIOPROTECTION,UPL limited,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Metsulfuron-methyl +,Metsulfuron-methyl,Metsulfuron-methyl +:EU_APPROVED,
HERBICIDE,Bensulfuron-methyl,40g/kg+500 g/kg,WG,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Bensulfuron-methyl,Bensulfuron,Bensulfuron-methyl:EU_APPROVED,
HERBICIDE,Metrobromuron,500g/l,SC,PROMAN,H.02-21,NEGANOR,belchim crop,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Metrobromuron,,Metrobromuron:NOT_IN_EU_LIST,
HERBICIDE,Oxyfluorfene,240 g/L,EC,Goal,H.081-11/21,promochimie,HANGZHOU,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Oxyfluorfene,FEN 560 (Fenugreek seed powder),Oxyfluorfene:EU_NOT_APPROVED,
HERBICIDE,Oxyfluorfene,240 g/L,E C,O X I F E N E C,H . 0 4 6 - 1 1 / 2 1,E t s M E Z G H A N I,I N D U S T . Q U I M ICA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Oxyfluorfene,FEN 560 (Fenugreek seed powder),Oxyfluorfene:EU_NOT_APPROVED,
HERBICIDE,Oxyfluorfene,240 g/L,EC,Clenofen 240,H.005-13,SANABEL AGRO,ZHEJIANG E-TONG,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Oxyfluorfene,FEN 560 (Fenugreek seed powder),Oxyfluorfene:EU_NOT_APPROVED,
HERBICIDE,Oxyfluorfene,240 g/L,EC,Oxistar 24%,H.087-11/21,SOCOOPEC,ZHEJIANG E-TONG,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Oxyfluorfene,FEN 560 (Fenugreek seed powder),Oxyfluorfene:EU_NOT_APPROVED,
HERBICIDE,Oxyfluorfene,240 g/l,EC,FENFEN EC,H.041-22,ATLAS AGRICOLE,LAINCO,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Oxyfluorfene,FEN 560 (Fenugreek seed powder),Oxyfluorfene:EU_NOT_APPROVED,
HERBICIDE,Oxyfluorfene,240 g/l,EC,VERIN EC,H.035-22,NEGANOR,LAINCO,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Oxyfluorfene,FEN 560 (Fenugreek seed powder),Oxyfluorfene:EU_NOT_APPROVED,
HERBICIDE,Pendimethaline,400 g/L,SC,HERBOL,H.008-17,EXCEL AGRI,SHARDA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pendimethaline,Pendimethalin,Pendimethaline:EU_APPROVED,
HERBICIDE,Pendimethaline,400 g/L,SC,Penda,16-010H.,DELTA AGRICOLE,SHARDA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pendimethaline,Pendimethalin,Pendimethaline:EU_APPROVED,
HERBICIDE,Pendimethaline,400 g/L,EC,TERAPUR,H.002-16,Ets MEZGHANI,IndustrialQuimica Key,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pendimethaline,Pendimethalin,Pendimethaline:EU_APPROVED,
HERBICIDE,Pendimethaline,455 g/L,EC,Stomp Aqua,H.048-11/21,STIMA,BASF,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pendimethaline,Pendimethalin,Pendimethaline:EU_APPROVED,
HERBICIDE,Pendimethaline,455 g/L,EC,prowl aqua EC,H.15-21,cotugrain,BASF,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pendimethaline,Pendimethalin,Pendimethaline:EU_APPROVED,
HERBICIDE,Pendimethaline,333g/l+30 g/l,CS,STALLION,H.07-21,AGRIPROTEC,FMC,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pendimethaline,Pendimethalin,Pendimethaline:EU_APPROVED,
HERBICIDE,+Clomazon,333g/l+30 g/l,CS,,,,,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,+Clomazon,,+Clomazon:NOT_IN_EU_LIST,
HERBICIDE,Phenmedipham +,75 g/l+15,SC,BETASANA TRIO,H.016-20,AGRIPROTEC,UPL Limited,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Phenmedipham +,Phenmedipham,Phenmedipham +:EU_APPROVED,
HERBICIDE,Desmedopham,g/l+115 g/l,SC,,,,,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Desmedopham,,Desmedopham:NOT_IN_EU_LIST,
HERBICIDE,+Ethofumesate,g/l+115 g/l,SC,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,+Ethofumesate,Ethofumesate,+Ethofumesate:EU_APPROVED,
HERBICIDE,Phenmediphame +,91 g/L +71 g/L +,EC,Betanal Expert,H.049-11/21,SEPCM,BAYER,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Phenmediphame +,Phenmedipham,Phenmediphame +:EU_APPROVED,
HERBICIDE,Desmedipham +,112 g/L,EC,274EC,,,CROPSCIENCE,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Desmedipham +,Desmedipham,Desmedipham +:EU_NOT_APPROVED,
HERBICIDE,Ethofumesate,112 g/L,EC,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Ethofumesate,Ethofumesate,Ethofumesate:EU_APPROVED,
HERBICIDE,Pinoxaden +Florasulam,45 g/l + 5 g/l,EC,Navigator,H005-14.,BIOPROTECTION,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pinoxaden +Florasulam,Florasulam,Pinoxaden +Florasulam:EU_APPROVED,
HERBICIDE,+Safener (cloquintocet-,+11.25 g/l,EC,,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,+Safener (cloquintocet-,FEN 560 (Fenugreek seed powder),+Safener (cloquintocet-:EU_NOT_APPROVED,
HERBICIDE,mexyl),+11.25 g/l,EC,,,,,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,mexyl),,mexyl):NOT_IN_EU_LIST,
HERBICIDE,Pinoxaden +Clodinafop-,25g/l +25g/l,EC,Traxospratic,H.014-15,BIOPROTECTION,Syngenta,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pinoxaden +Clodinafop-,Pinoxaden,Pinoxaden +Clodinafop-:EU_APPROVED,
HERBICIDE,propargyl+Cloquintocet-,+6.25 g/l,EC,,,,,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,propargyl+Cloquintocet-,,propargyl+Cloquintocet-:NOT_IN_EU_LIST,
HERBICIDE,mexyl,+6.25 g/l,EC,,,,,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,mexyl,,mexyl:NOT_IN_EU_LIST,
HERBICIDE,Pinoxaden +Clodinafop-,"30g/l +30g/l +7,5",EC,Swipe,H.013-15,BIOPROTECTON,Syngenta,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pinoxaden +Clodinafop-,Pinoxaden,Pinoxaden +Clodinafop-:EU_APPROVED,
HERBICIDE,propargyl+Florasulam+clo,"g/l+7,5 g/l",EC,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,propargyl+Florasulam+clo,Florasulam,propargyl+Florasulam+clo:EU_APPROVED,
HERBICIDE,quintocet-mexyl,"g/l+7,5 g/l",EC,,,,,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,quintocet-mexyl,,quintocet-mexyl:NOT_IN_EU_LIST,
HERBICIDE,Pinoxaden +Cloquintocet-,50 g/l +12.5 g/l,EC,Axial pratic,H.015-15,BIOPROTECTION,Syngenta,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pinoxaden +Cloquintocet-,Pinoxaden,Pinoxaden +Cloquintocet-:EU_APPROVED,
HERBICIDE,méxyl,50 g/l +12.5 g/l,EC,,,,,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,méxyl,,méxyl:NOT_IN_EU_LIST,
HERBICIDE,prometryn,500 g/l,SC,gesagard 500 FW,H.06-21,bioprotection,syngenta crop,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,prometryn,Prometryn,prometryn:EU_NOT_APPROVED,
HERBICIDE,Propaquizafop,10%,EC,PRODIGE,H.024-22,SHARDA,SHARDA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Propaquizafop,Propaquizafop,Propaquizafop:EU_APPROVED,
HERBICIDE,Propyzamide,400g/l,SC,PROPYZ,H.013-18,AGRIPROTEC,BARCLAY,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Propyzamide,Propyzamide,Propyzamide:EU_APPROVED,
HERBICIDE,Propyzamide,400g/l,SC,PROPER FLO SC,H.005-18,AGROSYSTEMES,Globachem,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Propyzamide,Propyzamide,Propyzamide:EU_APPROVED,
HERBICIDE,Propyzamide,400g/l,SC,CADDY SC,H.016-17,RAYEN,BARCLAY,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Propyzamide,Propyzamide,Propyzamide:EU_APPROVED,
HERBICIDE,Prosulfocarb,80%,EC,PROXER,H.09-21,sharda crochem,sharda crochem,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Prosulfocarb,Prosulfocarb,Prosulfocarb:EU_APPROVED,
HERBICIDE,Prosulfocarb,80%,EC,ROXANE EC,H.036-22,COTUGRAIN,sharda crochem,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Prosulfocarb,Prosulfocarb,Prosulfocarb:EU_APPROVED,
HERBICIDE,Prosulfocarb,800 g/L,EC,Roxy,H.052-11/21,AGROSYSTEMES,GLOBACHEM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Prosulfocarb,Prosulfocarb,Prosulfocarb:EU_APPROVED,
HERBICIDE,Prosulfocarb,800 g/L,EC,Fidox 800 EC,H.024-15,AMINCO,GLOBACHEM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Prosulfocarb,Prosulfocarb,Prosulfocarb:EU_APPROVED,
HERBICIDE,Prosulfocarb,800 g/L,EC,Boxer,H.053-11/21,BIOPROTECTION,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Prosulfocarb,Prosulfocarb,Prosulfocarb:EU_APPROVED,
HERBICIDE,Prosulfocarb +S-,800 g/l +120 g/l,SC,Minarix,004-14H.,BIOPROTECTION,SYNGENTA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Prosulfocarb +S-,Prosulfocarb,Prosulfocarb +S-:EU_APPROVED,
HERBICIDE,metolachlor,800 g/l +120 g/l,SC,,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,metolachlor,Metolachlor,metolachlor:EU_NOT_APPROVED,
HERBICIDE,Pyroxsulam,"46,6 g/L",OD,PRIORITY,H.016-18,ATLAS AGRICOLE,DOW,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pyroxsulam,Pyroxsulam,Pyroxsulam:EU_APPROVED,
HERBICIDE,Pyroxsulam,"46,6 g/L",OD,Pallas 45 OD,H.054-11/21,SEPCM,DOW,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pyroxsulam,Pyroxsulam,Pyroxsulam:EU_APPROVED,
HERBICIDE,Pyroxasulfone,85 %,WG,YAMATO 85,H.027-22,AGRIMATCO,Kumai chemical,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Pyroxasulfone,Pyroxasulfone,Pyroxasulfone:EU_NOT_APPROVED,
HERBICIDE,Pyroxasulfone,85 %,WG,WG,,,industry,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Pyroxasulfone,Pyroxasulfone,Pyroxasulfone:EU_NOT_APPROVED,
HERBICIDE,Pyroxsulam +Florasulam,"70,8 g/kg",WG,Broadway,H.014-18,agriprotec,DOW,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pyroxsulam +Florasulam,Florasulam,Pyroxsulam +Florasulam:EU_APPROVED,
HERBICIDE,+Cloquintocetmexyl,"+14,2g/kg +",WG,,,,AGROSCIENCES,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,+Cloquintocetmexyl,,+Cloquintocetmexyl:NOT_IN_EU_LIST,
HERBICIDE,Pyroxsulam +Florasulam,"70,8 g/kg",WG,Floramix,006-14H.,SEPCM,DOW,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pyroxsulam +Florasulam,Florasulam,Pyroxsulam +Florasulam:EU_APPROVED,
HERBICIDE,Pyraflufen-ethyl,"26,5 g/l",EC,VOLCAN EC,H.014-22,ATLAS AGRICOLE,SPICAM INAGRA SA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Pyraflufen-ethyl,Pyraflufen-ethyl,Pyraflufen-ethyl:EU_APPROVED,
HERBICIDE,Quizalofop –p-ethyl,100 g/l,EC,JAGUAR 100 EC,H.020-22,EL KHADRA,JIANGSU,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Quizalofop –p-ethyl,Quizalofop,Quizalofop –p-ethyl:EU_NOT_APPROVED,
HERBICIDE,Quizalofop –p-ethyl,100 g/l,EC,SYMBA EC,H.006-18,AGRIPLUS,JIANGSU,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Quizalofop –p-ethyl,Quizalofop,Quizalofop –p-ethyl:EU_NOT_APPROVED,
HERBICIDE,Quizalofop p-tefuryl,40 g/l,EC,Pantera 40,H.021-15,AGRIMATCO,CHEMTURA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Quizalofop p-tefuryl,"2,4,5-T",Quizalofop p-tefuryl:EU_NOT_APPROVED,
HERBICIDE,Quizalofop p-tefuryl,50 g/l,EC,KUISTAR,H.018-18,AGRIMED,SHARDA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Quizalofop p-tefuryl,"2,4,5-T",Quizalofop p-tefuryl:EU_NOT_APPROVED,
HERBICIDE,Quizalofop p-tefuryl,50 g/l,EC,QUICK EC,H.015-17,DELTA AGRICOLE,SHARDA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Quizalofop p-tefuryl,"2,4,5-T",Quizalofop p-tefuryl:EU_NOT_APPROVED,
HERBICIDE,Saflufenacil,700g/kg,WG,Heat,H.005-15,AGRIPROTEC,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Saflufenacil,Saflufenacil,Saflufenacil:EU_NOT_APPROVED,
HERBICIDE,Simazine,500 g/L,SC,SIMAKEY,H.091-11/21,Ets MEZGHANI,INDUSTRIAL,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Simazine,Simazine,Simazine:EU_NOT_APPROVED,
HERBICIDE,S-metolachlor,960 g/l,EC,Dual gold 960 EC,H.020-15,AGRIPROTEC,SYNGENTA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,S-metolachlor,S-Metolachlor,S-metolachlor:EU_NOT_APPROVED,
HERBICIDE,S-metolachlor,960 g/l,EC,TENDER 960 EC,H.019-18,SOLAGRI,SYNGENTA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,S-metolachlor,S-Metolachlor,S-metolachlor:EU_NOT_APPROVED,
HERBICIDE,Tepraloxydim,50g/L,EC,Aramo 50 EC,H.018-13,COTUGRAIN,BASF,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Tepraloxydim,Tepraloxydim,Tepraloxydim:EU_NOT_APPROVED,
HERBICIDE,Terbuthylazine,750g/kg,WG,TERBYNE 75 WG,H.017-20,EL KHADRA,SIPCAM INAGRA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Terbuthylazine,Terbuthylazine,Terbuthylazine:EU_APPROVED,
HERBICIDE,Terbuthylazine,750g/kg,WG,Terbuzine 75 WG,H.007-15,promochimie,SIPCAM INAGRA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Terbuthylazine,Terbuthylazine,Terbuthylazine:EU_APPROVED,
HERBICIDE,Triflusulfuron methyl,500 g/kg,WG,SAFARI 50 WG,H.002-22,SEPCM,FMC,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Triflusulfuron methyl,Triflusulfuron (formerly Triflusulfuron-methyl),Triflusulfuron methyl:EU_NOT_APPROVED,
HERBICIDE,Thifensulfuron-methyl,40 % + 15 %,WG,Gipsy,003-14H.,SANABEL AGRO,ROTAM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Thifensulfuron-methyl,Thifensulfuron-methyl,Thifensulfuron-methyl:EU_APPROVED,
HERBICIDE,+Tribuneron-methyl,40 % + 15 %,WG,,,,AGROCHEMICAL,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,+Tribuneron-methyl,,+Tribuneron-methyl:NOT_IN_EU_LIST,
HERBICIDE,Triallate,450 g/l,CS,AVADEX FACTOR,H.025-22,ATLAS AGRICOLE,GOWAN CROP,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Triallate,,Triallate:NOT_IN_EU_LIST,
HERBICIDE,Triallate,450 g/l,CS,CS,,,PROTECTION,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Triallate,,Triallate:NOT_IN_EU_LIST,
HERBICIDE,Triasulfuron + Dicamba,4 1 g / K g + 6 5 9,W G,Z o o m,H.056-11/21,BIOPROTECTION,SYNGENTA/IPT-,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Triasulfuron + Dicamba,Dicamba,Triasulfuron + Dicamba:EU_APPROVED,
HERBICIDE,Tribenuron methyl +,56.3 %+ 18.7 %,WG,BOMBA WG,H.011-18,EL KHADRA,JSC(AVGUST),2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Tribenuron methyl +,Tribenuron (aka metometuron),Tribenuron methyl +:EU_APPROVED,
HERBICIDE,Florasulam,56.3 %+ 18.7 %,WG,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Florasulam,Florasulam,Florasulam:EU_APPROVED,
HERBICIDE,Tribenuron-Methyl,75%,WG,TOSCANA,H.010-18,AGRIPROTEC,PROPLAN,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Tribenuron-Methyl,Tribenuron (aka metometuron),Tribenuron-Methyl:EU_APPROVED,
HERBICIDE,Tribenuron-Methyl,75%,WG,SKYLLA WDG,H.012-18,AGRONOMIC,ROTAM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Tribenuron-Methyl,Tribenuron (aka metometuron),Tribenuron-Methyl:EU_APPROVED,
HERBICIDE,Tribenuron-Methyl,75%,WG,Nuance,002-14H.,AGROSYSTEMES,CHEMINOVA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Tribenuron-Methyl,Tribenuron (aka metometuron),Tribenuron-Methyl:EU_APPROVED,
HERBICIDE,Tribenuron-Methyl,75%,WG,Volteo 75 WG,16-008H.,EL KHADRA,AFRASA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Tribenuron-Methyl,Tribenuron (aka metometuron),Tribenuron-Methyl:EU_APPROVED,
HERBICIDE,Tribenuron-Methyl,75%,WG,TRISTAR WG,H.020-18,SANABEL AGRO,Sharda Cropchem,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Tribenuron-Methyl,Tribenuron (aka metometuron),Tribenuron-Methyl:EU_APPROVED,
HERBICIDE,Tribenuron-Methyl,75%,WG,Granstar,H.057-11/21,SEPCM,DU PONT,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Tribenuron-Methyl,Tribenuron (aka metometuron),Tribenuron-Methyl:EU_APPROVED,
HERBICIDE,Tribenuron-Methyl,75%,WG,Corida 75 WG,H.088-11/21,SOCOOPEC,AGRIA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Tribenuron-Methyl,Tribenuron (aka metometuron),Tribenuron-Methyl:EU_APPROVED,
HERBICIDE,Tribenuron-Methyl,75%,WG,TRIBUNEO 75 G,H.015-20,SSCC,AGRIA,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Tribenuron-Methyl,Tribenuron (aka metometuron),Tribenuron-Methyl:EU_APPROVED,
HERBICIDE,Trebuniron-methyl +,250g/l+104g/kg,SG,FLAME DUO SG,H.006-22,SOLAGRI,ALBAUGH,2022,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,0,Trebuniron-methyl +,,Trebuniron-methyl +:NOT_IN_EU_LIST,
HERBICIDE,Florasulame,250g/l+104g/kg,SG,,,,,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Florasulame,Florasulam,Florasulame:EU_APPROVED,
HERBICIDE,Trifluraline,4 8 0 g / L,E C,H e r b a l i n e,H.058-11/21,SEPCM,AAKO,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Trifluraline,Trifluralin,Trifluraline:EU_NOT_APPROVED,
HERBICIDE,Trifluraline,4 8 0 g / L,E C,R A L I N E 4 8 0 E C,H.021-22,EL KHADRA,JIANGSU,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Trifluraline,Trifluralin,Trifluraline:EU_NOT_APPROVED,
HERBICIDE,Trifluraline,4 8 0 g / L,E C,H E R B A S T A R E C,H.011-20,AGRIPLUS,JIANGSU,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Trifluraline,Trifluralin,Trifluraline:EU_NOT_APPROVED,
HERBICIDE,Trifluraline,4 8 0 g / L,E C,F l u r a l,H.092-11/21,Ets MEZGHANI,INDUSTRIAL Q.,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Trifluraline,Trifluralin,Trifluraline:EU_NOT_APPROVED,
HERBICIDE,Trifluraline,4 8 0 g / L,E C,R i d a l i n e,H.082-11/21,SEPCM,DOW,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Trifluraline,Trifluralin,Trifluraline:EU_NOT_APPROVED,
HERBICIDE,Trifluraline,4 8 0 g / L,E C,T r i f l e x,H.006-17,STEC,AAKO,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,Trifluraline,Trifluralin,Trifluraline:EU_NOT_APPROVED,
HERBICIDE,ACIBENZOLAR-S-,50%,WG,BION 50 WG,D.001-14,AGRIPROTEC,SYNGENTA,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,ACIBENZOLAR-S-,Acibenzolar-S-methyl (benzothiadiazole),ACIBENZOLAR-S-:EU_NOT_APPROVED,
HERBICIDE,METHYL,50%,WG,,,,,2022,CONTAINS_NOT_APPROVED_SUBSTANCE_IN_EU,1,METHYL,Azinphos-methyl,METHYL:EU_NOT_APPROVED,
HERBICIDE,Chlormequat-chlorure,750 g/l,SL,Stabilan750,D.034-11/21,AGRIPROTEC,NUFARM,2022,ALL_SUBSTANCES_APPROVED_IN_EU,1,Chlormequat-chlorure,Chlormequat,Chlormequat-chlorure:EU_APPROVED,
