Produit_Commercial,Société,Fabricant
Cuprumax 50 WP,AMINCO,SPEISS URANIA
Cuprumax 50 WP,AMINCO,SPEISS URANIA COSACO GmbH
Cuprumax 50 WP,AMINCO,COSACO GmbH
Eponeo,AMINCO,Cheminova
Erazer,AMINCO,GLOBACHEM
Fidox 800 EC,AMINCO,GLOBACHEM
Markate,AMINCO,GLOBACHEM
Maynozate,AMINCO,AGRIA SA
Maynozebe,AMINCO,MCA UPL Phosphorus ARYSTA LIFESCIENCE INDUST. QUIMICA KEY AGRIA SA AGRIA SA CEREXAGRI BV SIPCAM INAGRA SIPCAM INAGRA INDOFIL INDE DOW AGROSCIENCES COROMANDEL Ltd. United Phosphorus Ltd ZENITH CROPSCIENCES
Maynozebe,AMINCO,AGRIA SA
Patrol 50 WP,AMINCO,SPEISS URANIA
Patrol 50 WP,AMINCO,SPEISS URANIA COSACO GmbH
Patrol 50 WP,AMINCO,COSACO GmbH
Protector,AMINCO,GLOBACHEM
Scooby doo,AMINCO,GLOBACHEM
Soufrustulln,AMINCO,Agrostulln GmbH
Teson,AMINCO,GLOBACHEM
Tornado,AMINCO,GLOBACHEM
Zaftra SC,AMINCO,Globachem
AVATAR EC,ATLAS,DU PONT
AVATAR EC,ATLAS,FMC
(Ecosurf EH-9,ATLAS AGRICOLE,Dow Agrosciences
(Ecosurf EH-9 Surfactant 73 %(p/p)),ATLAS AGRICOLE,Agrosciences
200 SL,ATLAS AGRICOLE,Bayer A.G
400 SC,ATLAS AGRICOLE,-
400 SC,ATLAS AGRICOLE,BAYER AG
AGRIKAR STAR,ATLAS AGRICOLE,DOW AGROSCIENCES
AVADEX FACTOR CS,ATLAS AGRICOLE,GOWAN CROP PROTECTION LIMITED
AVATAR EC,ATLAS AGRICOLE,DU PONT
AVATAR EC,ATLAS AGRICOLE,FMC
AZIMUT XPERT SC,ATLAS AGRICOLE,NUFARM
Anteor Flash,ATLAS AGRICOLE,BAYER AG
Anteor flash,ATLAS AGRICOLE,BAYER AG
Atlantis,ATLAS AGRICOLE,BAYER CROPSCIENCE
Atlantis OD,ATLAS AGRICOLE,BAYER CROPSCIENCE
BREAK THRU SL,ATLAS AGRICOLE,EVONIC
Benfuron,ATLAS AGRICOLE,SHARDA
Biopower SL,ATLAS AGRICOLE,BAYER AG
Biopower SL,ATLAS AGRICOLE,BAYER AG KOPPERT BIOLOGICAL SYSTEMS
Broadway,ATLAS AGRICOLE,DOW AGROSCIENCES
CLORTOSIP 500 SC,ATLAS AGRICOLE,SIPCAM INAGRA
CLORTOSIP 500 SC,ATLAS AGRICOLE,SIPCAM
CLORTOSIP 500 SC,ATLAS AGRICOLE,INAGRA
COMMercial,ATLAS AGRICOLE,INDE
CORAG DUO SC,ATLAS AGRICOLE,NANJING(HEBEI GUAMLONG AGROCHEMICA LS)
Consento 450,ATLAS AGRICOLE,BAYER CROPSCIENCE
Consento 450,ATLAS AGRICOLE,BAYER CROPSCIENCE Gowan Crop Protection
Curame 25 WG,ATLAS AGRICOLE,Manica SPA
DELARO DUO SC,ATLAS AGRICOLE,BAYER CROPSCIENCE
Decis Expert,ATLAS AGRICOLE,BAYER CROPSCIENCE
EPIDOR,ATLAS AGRICOLE,SYNGENTA
EPIDOR,ATLAS AGRICOLE,DOW AGROSCIENCES EXPORTS
EXAQ EC,ATLAS AGRICOLE,DOW AGROSCIENCES
EXAQ EC,ATLAS AGRICOLE,DOW
Energyc M,ATLAS AGRICOLE,BAYER CROPSCIENCE
FAME 480 SC,ATLAS AGRICOLE,BAYER
FENFEN EC,ATLAS AGRICOLE,LAINCO
FLEXIDOR,ATLAS AGRICOLE,Dow Agrosciences
FLEXIDOR,ATLAS AGRICOLE,Dow Agrosciences corteva
FLEXIDOR,ATLAS AGRICOLE,AAKO
Filex Energy,ATLAS AGRICOLE,BAYER CROPSCIENCE
Fungisei SL,ATLAS AGRICOLE,SEIPASA S A SEIPASASA
Fungisei SL,ATLAS AGRICOLE,SEIPASA S A
GENERAL,ATLAS AGRICOLE,GHARDA HOUSE
LAMBDAFAST EC,ATLAS AGRICOLE,Nanjing(shandong caoda chemicals
LAOTTA,ATLAS AGRICOLE,LAINCO
LASER 240 SC,ATLAS AGRICOLE,DOW AGROSCIENCE
LASER 240 SC,ATLAS AGRICOLE,c orteva agriscience
LORGARD,ATLAS AGRICOLE,GHARDA CHEMICALS
LORGARD,ATLAS AGRICOLE,arist eas
Lorvek 480 EC,ATLAS AGRICOLE,DOW AGROSCIENCES
Lorvek 480 EC,ATLAS AGRICOLE,DOW
Lorvek5G,ATLAS AGRICOLE,Dow Agroscience
Luna Previlege,ATLAS AGRICOLE,BAYER CROPSCIENCE
Luna Sensation,ATLAS AGRICOLE,BAYER CROPSCIENCE
Luna sensation,ATLAS AGRICOLE,BAYER CROPSCIENCE
MANICA,ATLAS AGRICOLE,MANICA Spa
Mesurol 200 SC,ATLAS AGRICOLE,BAYER CROPSCIENCE
Mesurol 50 WP,ATLAS AGRICOLE,BAYER CROPSCIENCE
Moon Experience SC,ATLAS AGRICOLE,BAYER CROPSCIENCE
Movento 150 OD,ATLAS AGRICOLE,BAYER CROPSCIENCE
Nikos 306 SE,ATLAS AGRICOLE,DOW AGROSCIENCES
Nikos 306 SE,ATLAS AGRICOLE,DOW AGROSCIENCES cort eva
Nikos 306 SE,ATLAS AGRICOLE,NUFARM
Nikos 306 SE,ATLAS AGRICOLE,corteva
Nikos forte,ATLAS AGRICOLE,DOW AGROSCIENCE S
Nikos forte,ATLAS AGRICOLE,CORTEVA
Nom,ATLAS AGRICOLE,INDE
OLYMPUS FLEX WG,ATLAS AGRICOLE,BAYER AG
OSSICLOR 50 PB,ATLAS AGRICOLE,MANICA Spa
Oberon 240 SC,ATLAS AGRICOLE,BAYER CROPSCIENCE
Orytis,ATLAS AGRICOLE,CHEMINOVA
PIRECRIS,ATLAS AGRICOLE,Seipasa S.A
POLTIGLIA 20 PB,ATLAS AGRICOLE,MANICA S.P.A
PRIORITY,ATLAS AGRICOLE,DOW AGROSCIENCE S
PRIORITY,ATLAS AGRICOLE,corteva
PROSPER 300 CS,ATLAS AGRICOLE,BAYER CROPSCIENCE
Pelt 500 SC,ATLAS AGRICOLE,BAYER AG.
Pelt500SC,ATLAS AGRICOLE,BAYER AG.
Positron 49,ATLAS AGRICOLE,BAYER CROPSCIENCE
Profiler,ATLAS AGRICOLE,BAYER AG
Profilux,ATLAS AGRICOLE,BELCHIM CROP PROTECTION
Prosper 500 EC,ATLAS AGRICOLE,BAYER CROPSCIENCE
RALLY,ATLAS AGRICOLE,DOW AGROSCIENCES
Radiant 120 SC,ATLAS AGRICOLE,DOW AGROSCIENCE
Round Up Pro,ATLAS AGRICOLE,MONSANTO
Round Up Pro,ATLAS AGRICOLE,Braclay chemicals
Round up innov,ATLAS AGRICOLE,MONSANTO
RoundupPlus,ATLAS AGRICOLE,MONSANTO
S EICAN EC,ATLAS AGRICOLE,S EIPASA S.A
S cala 300 SC,ATLAS AGRICOLE,BAYER CROPSCIENCE
SEICAN EC,ATLAS AGRICOLE,SEIPASA S.A
SIVANTO PRIME,ATLAS AGRICOLE,Bayer A.G
SIVANTO PRIME 200 SL,ATLAS AGRICOLE,Bayer A.G
SIVANTO PRIME 200 SL,ATLAS AGRICOLE,GLOBACHEM
SKIPPER 120 EC,ATLAS AGRICOLE,AAKO
SONG EC,ATLAS AGRICOLE,SIPCAM INAGRA
SR/Changement,ATLAS AGRICOLE,INDE
STINGER,ATLAS AGRICOLE,DU PONT INTERNATIONAL CORTEVA
STINGER SC,ATLAS AGRICOLE,DU PONT INTERNATIONAL
Sabero M 45,ATLAS AGRICOLE,MCA UPL Phosphorus ARYSTA LIFESCIENCE INDUST. QUIMICA KEY AGRIA SA AGRIA SA CEREXAGRI BV SIPCAM INAGRA SIPCAM INAGRA INDOFIL INDE DOW AGROSCIENCES COROMANDEL Ltd. United Phosphorus Ltd ZENITH CROPSCIENCES
Sabero M 45,ATLAS AGRICOLE,COROMANDEL Ltd.
Sagaie,ATLAS AGRICOLE,BAYER CROPSCIENCE
Sanaphen D 720 SL,ATLAS AGRICOLE,DOW AGROSCIENCES
Sanaphen D 720 SL,ATLAS AGRICOLE,NUFARM
Sanaphen D 720 SL,ATLAS AGRICOLE,DOW
Scala 300 SC,ATLAS AGRICOLE,BAYER CROPSCIENCE
Scala300SC,ATLAS AGRICOLE,BAYER CROPSCIENCE
Solfol,ATLAS AGRICOLE,BELCHIM CROP PROTECTION
Solfol,ATLAS AGRICOLE,BASF
Soligor 425,ATLAS AGRICOLE,BAYER CROPSCIENCE
Spector SL,ATLAS AGRICOLE,BAYER CROPSCIENCE
Spector70WG,ATLAS AGRICOLE,ANGLETERRE
Spintor,ATLAS AGRICOLE,DOW AGROSCIENCE
Spintor,ATLAS AGRICOLE,DOW AGROSCIENCE c orteva agriscience
Spintor,ATLAS AGRICOLE,CORTEVA
Stopa F1,ATLAS AGRICOLE,BAYER CROPSCIENCE
Surfactant 73 %(p/p)),ATLAS AGRICOLE,Dow Agrosciences
TARZEK +,ATLAS AGRICOLE,Dow Agrosciences
TARZEK + UPTAKE SL,ATLAS AGRICOLE,Dow
TIMOREX GOLD E C,ATLAS AGRICOLE,SIPCAM INAGRA
TIMOREX GOLD EC,ATLAS AGRICOLE,SIPCAM INAGRA
TIOSOL 80,ATLAS AGRICOLE,SIPCAM
TREBON EC,ATLAS AGRICOLE,SIPCAM INAGRA S.S
TREBON EC,ATLAS AGRICOLE,CHNINE
TRECATOL,ATLAS AGRICOLE,FMC
TRI-BASE FLOW SC,ATLAS AGRICOLE,NUFARM
TRIBASE -FLOW SC,ATLAS AGRICOLE,NUFARM
TWIST SUPER EC,ATLAS AGRICOLE,SHARDA
Tacco 100 SC,ATLAS AGRICOLE,BAYER CROPSCIENCE
Triflex,ATLAS AGRICOLE,AAKO
U PHOLD SC,ATLAS AGRICOLE,CORTIVA
UPHOLD SC,ATLAS AGRICOLE,CORTIVA
UPTAKE SL,ATLAS AGRICOLE,Dow Agrosciences
VELUM PRIME,ATLAS AGRICOLE,-
VELUM PRIME,ATLAS AGRICOLE,BAYER AG
VELUM PRIME 400 SC,ATLAS AGRICOLE,BAYER AG
VERPIXO,ATLAS AGRICOLE,CORTEVA
VERPIXO,ATLAS AGRICOLE,AGRISCIENCE
VERSATILL,ATLAS AGRICOLE,DOW AGROSCIENCE corte va
VERSATILL,ATLAS AGRICOLE,DOW AGROSCIENCE
VERSATILL,ATLAS AGRICOLE,c orteva
VERSATILL EC,ATLAS AGRICOLE,DOW AGROSCIENCE
VOLCAN EC,ATLAS AGRICOLE,SPICAM INAGRA SA
VOLCAN EC,ATLAS AGRICOLE,SPICAM
VOLCAN EC,ATLAS AGRICOLE,INAGRA SA
Verdict,ATLAS AGRICOLE,DOW AGROSCIENCES
Zato 50 WG,ATLAS AGRICOLE,BAYER CROPSCIENCE
ZorvecVinabel SE,ATLAS AGRICOLE,CORTEVA
azimut SC,ATLAS AGRICOLE,NUFARM
azimutSC,ATLAS AGRICOLE,NUFARM
Zato 50 WG,ATLAS AGRICOLE AGROSYSTEMES,BAYER CROPSCIENCE TAMINCO
Biopower SL b 40 SG,ATLAS AGRICOLE BIOPROTECTION,BAYER AG VALENTBioscience SUMITOMO
Glyweed,ATLAS INDUSTRIE,COROMANDEL Ltd.
HERBOXONE SL,ATLAS INDUSTRIE,NUFARM
Oviphyt,ATLAS INDUSTRIE,COMPTOIR COMMERCIAL DES LUBRIFIANTS SANGOS SE
Oviphyt,ATLAS INDUSTRIE,S ANGOSSE
Robust 480 EC,ATLAS INDUSTRIE,DOW AGROSCIENCES
Robust 480 EC,ATLAS INDUSTRIE,COROMANDEL
SR/Changement de,ATLAS INDUSTRIE,NUFARM
TRISTAR SL,ATLAS INDUSTRIE,NUFARM
nom,ATLAS INDUSTRIE,NUFARM
InacopPM,ATLASAGRICOLE,SIPCAM INAGRA
Glyweed,ATLASINDUSTRI E,COROMANDEL Ltd.
Glyweed,ATLASINDUSTRIE,COROMANDEL Ltd.
SALIBRO 500 SC,BARAKA AGRICOLE,CORTEVA
Select Super,BIOPRO,UPL
Dialen Super,BIOPROTECTIO N,SYNGENTA
KYLEO,BIOPROTECTIO N,NUFARM
Kalach 360,BIOPROTECTIO N,UPL
Kalach 360,BIOPROTECTIO N,ARYSTA LIFESCIENCE
Kalach Extra,BIOPROTECTIO N,ARYSTA LIFESCIENCE
Karal,BIOPROTECTIO N,NUFARM
KleenUp,BIOPROTECTIO N,NUFARM
Maestro 75 WG,BIOPROTECTIO N,AAKO
Navigator,BIOPROTECTIO N,SYNGENTA
RoundupPlus,BIOPROTECTIO N,UPL ARYSTA LIFESCIENCE
TWIGA,BIOPROTECTIO N,AAKO BV
Traxospratic,BIOPROTECTIO N,Syngenta
UMBRA 590 SC,BIOPROTECTIO N,SYNGENTA
XANADU,BIOPROTECTIO N,UPL limited
+(pheromone),BIOPROTECTION,international
115 FS,BIOPROTECTION,SYNGENTA
ARPEGE,BIOPROTECTION,orteva
AVOXA MAXX OD,BIOPROTECTION,SYNGENTA
Adress,BIOPROTECTION,SYNGENTA
Agrimec Gold 084 SC,BIOPROTECTION,SYNGENTA
Alion 500 SC,BIOPROTECTION,BAYER
Alliance,BIOPROTECTION,NUFARM S.A
Alto super,BIOPROTECTION,SYNGENTA
Amaline Flow,BIOPROTECTION,NUFARM
Ampexio WG,BIOPROTECTION,SYNGENTA
Axial 045 EC,BIOPROTECTION,SYNGENTA
Axial pratic,BIOPROTECTION,Syngenta
BIOBAC,BIOPROTECTION,BION TECH INC AAKO
BIOBAC,BIOPROTECTION,AAKO
BIOBAIT,BIOPROTECTION,BIOIBIRICA
BOSCOTT SC,BIOPROTECTION,ALBAUGH
Banko 720 SC,BIOPROTECTION,ARYSTA LIFESCIENCE
Banko 720 SC,BIOPROTECTION,UPL
Banko720SC,BIOPROTECTION,UPL
Banko720SC,BIOPROTECTION,ARYSTA LIFESCIENCE
Bell Extra,BIOPROTECTION,BASF
Biomat,BIOPROTECTION,ARYSTA LIFESCIENCE BASF CHEMINOVA
Borneo 10 SC,BIOPROTECTION,SUMITOMO CHEMICHAL AGRO EUROPE S.A.S
Borneo 10 SC,BIOPROTECTION,SIPCAM INAGRA S.S
Boxer,BIOPROTECTION,SYNGENTA
C ombi WG,BIOPROTECTION,SYNGENTA
CAIMAN FLUID SC,BIOPROTECTION,UPL LIMITED
CARIAL TOP,BIOPROTECTION,SYNGENTA
CERATAVO,BIOPROTECTION,SYNGENTA
CERATAVO E RA,BIOPROTECTION,SYNGENTA
CERATAVO ERA,BIOPROTECTION,SYNGENTA
COMITE 240 SC,BIOPROTECTION,CHEMTURA
Caiman 80 WP,BIOPROTECTION,MCA UPL Phosphorus ARYSTA LIFESCIENCE INDUST. QUIMICA KEY AGRIA SA AGRIA SA CEREXAGRI BV SIPCAM INAGRA SIPCAM INAGRA INDOFIL INDE DOW AGROSCIENCES COROMANDEL Ltd. United Phosphorus Ltd ZENITH CROPSCIENCES
Calin Flo,BIOPROTECTION,Arysta Lifescience
CalinFlo,BIOPROTECTION,ArystaLifescience
Carial Opti,BIOPROTECTION,SYNGENTA
Cekwat 750,BIOPROTECTION,NUFARM
Celest Extra 50 FS,BIOPROTECTION,SYNGENTA
CelestTop 312.5,BIOPROTECTION,SYNGENTA
Ceratrap (en,BIOPROTECTION,BIOEBERICA S.A
Ceratrap (en bouteilles,BIOPROTECTION,BIO EBERICA S.A
Chardol 720 SL,BIOPROTECTION,NUFARM
Chorus Double,BIOPROTECTION,SYNGENTA
Combi WG,BIOPROTECTION,SYNGENTA
Cruiser 350 FS,BIOPROTECTION,SYNGENTA
Cypercal250EC,BIOPROTECTION,QUIMICA KEY
DELAN 500 SC,BIOPROTECTION,BASF
DENIM,BIOPROTECTION,Sharda cropchem
Dazitol,BIOPROTECTION,Protection AG
Deltacal,BIOPROTECTION,United Phosphorus Ltd
Dialen Super,BIOPROTECTION,SYNGENTA
Dipel PM,BIOPROTECTION,VALENT BIOSCIENCE CORPORATION
DipelP.M,BIOPROTECTION,VALENT BIOSCIENCE CORPORATION
Dormex,BIOPROTECTION,DEGUSSA AG
Dormex,BIOPROTECTION,DEGUSSA AG ARYSTA LifeScience ALZ- CHEM
ELESTAL300 SC,BIOPROTECTION,SYNGENTA
ERA,BIOPROTECTION,SYNGENTA
Eperon Mix Pepite,BIOPROTECTION,SYNGENTA
Escort 20 SL,BIOPROTECTION,(NIPPON SODA) ARYSTA LIFESCIENCE
Evisect,BIOPROTECTION,NIPPON KAYAKU
Evisect,BIOPROTECTION,JAPON
Ferrolure,BIOPROTECTION,Chemitica
Fitogib,BIOPROTECTION,NUFARM
Fumical,BIOPROTECTION,ARYSTA LIFESCIENCE
Fumical,BIOPROTECTION,UPL
GIB GRO,BIOPROTECTION,NUFARM
Heliocuivre,BIOPROTECTION,Action Pin
Heliocuivre,BIOPROTECTION,AAKO
Heliosoufre S,BIOPROTECTION,Action Pin
Heliosoufre S,BIOPROTECTION,AAKO
Hydro Flo,BIOPROTECTION,NUFARM
Hydro Flo,BIOPROTECTION,LIMITED INDE
INSPIRE PLUS EW,BIOPROTECTION,SYNGENTA
Ipromise,BIOPROTECTION,Arysta Lifescience
KAISO 5%,BIOPROTECTION,NUFARM
Kalach 360,BIOPROTECTION,UPL
Kalach 360,BIOPROTECTION,ARYSTA LIFESCIENCE
Kalach Extra,BIOPROTECTION,ARYSTA LIFESCIENCE
Kalach360,BIOPROTECTION,ARYSTALIFESCIENCE
Karal,BIOPROTECTION,NUFARM
Kempo EG,BIOPROTECTION,NUFARM
Killmite,BIOPROTECTION,ARYSTA LIFESCIENCE
Kilter,BIOPROTECTION,NUFARM
Kleen Up,BIOPROTECTION,Espagne INDE INDE BULGARIE
KleenUp,BIOPROTECTION,NUFARM
Lufox 105 EC,BIOPROTECTION,SYNGENTA
M axim 100 FS,BIOPROTECTION,SYNGENTA
MAXIMUS SC,BIOPROTECTION,AAKO
MAXX FS,BIOPROTECTION,SYNGENTA
MINECTO PRO SC,BIOPROTECTION,SYNGENTA
MORPHEE 71.3 WG,BIOPROTECTION,AAKO
Maestro 75 WG,BIOPROTECTION,AAKO
Malvin80 WG,BIOPROTECTION,ARYSTA LIFESCIENCE
Malvin80 WG,BIOPROTECTION,UPL
Matric,BIOPROTECTION,ARYSTA LIFESCIENCE
Matric,BIOPROTECTION,UPL
Maxim 100 FS,BIOPROTECTION,SYNGENTA
Maxim100FS,BIOPROTECTION,SYNGENTA
Methyl-T,BIOPROTECTION,ARYSTA LIFESCIENCE CEQUISA
Minarix,BIOPROTECTION,SYNGENTA
Miravis duo Sc,BIOPROTECTION,ARYSTA LIFESCIENCES
Miravis duo Sc,BIOPROTECTION,LIFESCIENCES
Miravis duo Sc,BIOPROTECTION,SYNGENTA
Mistral,BIOPROTECTION,ESSECO sarl
Mistral,BIOPROTECTION,AAKO
Moltovin,BIOPROTECTION,NUFARM
Nando,BIOPROTECTION,NUFARM
Navigator,BIOPROTECTION,SYNGENTA
Nuprid,BIOPROTECTION,NUFARM
OLEORA EC,BIOPROTECTION,UPL
ORKESTRA SC,BIOPROTECTION,BASF
OVIPRON TOP,BIOPROTECTION,UPL
Optix R WG,BIOPROTECTION,UPL
PLESIVA ALPHA SC,BIOPROTECTION,SYNGENTA
PROSPIRO,BIOPROTECTION,AAKO
Pegasus 500 SC,BIOPROTECTION,SYNGENTA
Pegasus500SC,BIOPROTECTION,SYNGENTA
Plenum 50 WG,BIOPROTECTION,SYNGENTA
Priori Opti,BIOPROTECTION,SYNGENTA
ProGibb 40 SG,BIOPROTECTION,FRANCE
Proclaim 05 SG,BIOPROTECTION,SYNGENTA
Progibb,BIOPROTECTION,Espagne CHYPRE CHYPRE INDE USA
Pyrical 480 EC,BIOPROTECTION,(NIPPON SODA)ARYSTA LIFESCIENCE
Pyrical480EC,BIOPROTECTION,ARYSTA LIFESCIENCE
QUILT XCEL,BIOPROTECTION,SYNGENTA
RAYGARD,BIOPROTECTION,AAKO
RELIANCE SC,BIOPROTECTION,UPL
REVUS C,BIOPROTECTION,SYNGENTA
REVUSC,BIOPROTECTION,SYNGENTA
REVYTREX EC,BIOPROTECTION,BASF
REYSANA SC,BIOPROTECTION,BIOPREPARATY
Reglone200SL,BIOPROTECTION,SYNGENTA
Ridomil Gold,BIOPROTECTION,SYNGENTA
Ridomil Gold Combi WG,BIOPROTECTION,SYNGENTA
Ridomil Gold MZ 68 W G,BIOPROTECTION,SYNGENTA
RidomilGoldMZ68WG,BIOPROTECTION,SYNGENTA
Réhomologation sous,BIOPROTECTION,ARYSTA LIFESCIENCE
S pectro 30 FS,BIOPROTECTION,SYNGENTA
SCHOLAR 230 SC,BIOPROTECTION,SYNGENTA
SPIROMAX OD,BIOPROTECTION,ALBAUGH
SPIROX D EC,BIOPROTECTION,arysta lifescience
SPIROX D EC,BIOPROTECTION,UPL
START-UP,BIOPROTECTION,AAKO
Score 250 EC,BIOPROTECTION,SYNGENTA
Select Super,BIOPROTECTION,ARYSTA LIFESCIENCE
Spectro 30 FS,BIOPROTECTION,SYNGENTA
Spectro Extreme 115 FS,BIOPROTECTION,SYNGENTA
SpectroExtreme,BIOPROTECTION,SYNGENTA
SpectroExtreme 115 FS,BIOPROTECTION,SYNGENTA
Super Bordeaux,BIOPROTECTION,NUFARM
Synara 25 WG,BIOPROTECTION,SYNGENTA
T ilt 250,BIOPROTECTION,SYNGENTA
TERVIGO 020 SC,BIOPROTECTION,Syngenta Crop Protection AG
TWIGA,BIOPROTECTION,AAKO BV
Thiopron SC,BIOPROTECTION,UPL
Tilt250,BIOPROTECTION,SYNGENTA
Top 312.5,BIOPROTECTION,SYNGENTA
Topaze100,BIOPROTECTION,SYNGENTA
Topik 100,BIOPROTECTION,SYNGENTA
Topik80,BIOPROTECTION,SYNGENTA
Traxos 45 EC,BIOPROTECTION,SYNGENTA
Traxos pratic,BIOPROTECTION,Syngenta
Traxospratic,BIOPROTECTION,Syngenta
Trigard,BIOPROTECTION,SYNGENTA
UMBRA 590 SC,BIOPROTECTION,SYNGENTA
UNIFORM 446,BIOPROTECTION,SYNGENTA
VIBRANCE,BIOPROTECTION,SYNGENTA
VIBRANCE DUO FS,BIOPROTECTION,SYNGENTA
VIBRANCE DUO FS,BIOPROTECTION,SYNGENTA AGRO AG
VIBRANCE MAXX FS,BIOPROTECTION,SYNGENTA
Vertimec,BIOPROTECTION,SYNGENTA
Vibrance Gold,BIOPROTECTION,SYNGENTA
Voliam Targo 063 SC,BIOPROTECTION,SYNGENTA
VoliamTargo 063 SC,BIOPROTECTION,SYNGENTA
Weedone,BIOPROTECTION,NUFARM
Weedone Plus,BIOPROTECTION,NUFARM
Weevil,BIOPROTECTION,Chemtica
Winner,BIOPROTECTION,NUFARM SAS
XANADU,BIOPROTECTION,UPL limited
Ziracal,BIOPROTECTION,TAMINCO NV(Espagne)
Zoom,BIOPROTECTION,SYNGENTA
Zoom,BIOPROTECTION,IPT- PERGANDE GmbH(Allemagne)(fab riquant)
bouteilles ou/et en,BIOPROTECTION,BIOEBERICA S.A
bouteilles ou/et en pièges jaunes),BIOPROTECTION,"CHEM INDUS QUIMICAKEY United Phosphorus CEQUISA PHOSPH ONIA, SL) UPL"
dépôt du dossier,BIOPROTECTION,ARYSTA LIFESCIENCE
d’homologation est bien,BIOPROTECTION,ARYSTA LIFESCIENCE
fabricant mentionné lors du,BIOPROTECTION,ARYSTA LIFESCIENCE
gesagard 500 FW,BIOPROTECTION,syngenta crop protection
magnet(keromone),BIOPROTECTION,international
ou/et en pièges jaunes),BIOPROTECTION,BIO EBERICA S.A
pièges jaunes),BIOPROTECTION,BIOEBERICA S.A
pièges jaunes),BIOPROTECTION,BIOEBERICA S.A SHARDA CROPCHEM LIMITED INDE SHARDA CROPCHEM LIMITED INDE SIPCAM INAGRA
proxanil 450 SC,BIOPROTECTION,arysta lifescience
réserve de montrer que le,BIOPROTECTION,ARYSTA LIFESCIENCE
"switch 62,5 WG",BIOPROTECTION,SYNGENTA
«TAMINCO»,BIOPROTECTION,ARYSTA LIFESCIENCE
DENIM,BIOPROTECTION AGRINOVA EL KHADRA ATLAS AGRICOLE BIOPROTECTION SANABEL AGRO AGRIMED DISTRIBUTION,AAKO SHARDA CROPCHEM LIMITED INDE HANGZOU TOPAGRO BIOSCIENCE DOW AGROSCIENCES BASF SHARDA CROPCHEM LIMITED INDE SHARDA CROPCHEM LIMITED INDE
Vibrance Gold,BIOPROTECTION AGRIPROTEC,SYNGENTA
Proclaim 05 SG,BIOPROTECTION FERTIPLANT,SYNGENTA Krishi rasayam
Weedone Plus,BIOPROTECTION NBTA SEPCM AGRO-SYSTEMES,NUFARM
Aurige 70,BIOPROTECTION STEC EL KHADRHA EL MOUSSEM AGRICOLE,"ARYSTA LIFESCIENCE CEQUISA PHOSPHONIA UPL, SIPCAM INAGRA Nufarm"
Lagrophanate 70,BIOPROTECTION STEC EL KHADRHA EL MOUSSEM AGRICOLE,"ARYSTA LIFESCIENCE CEQUISA PHOSPHONIA UPL, SIPCAM INAGRA Nufarm"
Prolatop,BIOPROTECTION STEC EL KHADRHA EL MOUSSEM AGRICOLE,"ARYSTA LIFESCIENCE CEQUISA PHOSPHONIA UPL, SIPCAM INAGRA Nufarm"
Axial pratic,BIOPROTECTON,Syngenta
Swipe,BIOPROTECTON,Syngenta
(Ecosurf EH-9 Surfactant 73 %(p/p)),COTUGRAIN,Dow Agrosciences
APRON STAR WS,COTUGRAIN,SYNGENTA
ARIS GOLD,COTUGRAIN,SYNGENTA
ARIS GOLD R WG,COTUGRAIN,SYNGENTA
Affinex,COTUGRAIN,FMC
BESIEGE 150 ZC,COTUGRAIN,SYNGENTA
BONSOL,COTUGRAIN,SHARDA
BUTISAN AVANT SE,COTUGRAIN,BASF
Blanca,COTUGRAIN,ShardaWorld Wide
Blanca,COTUGRAIN,SHARDA CROPCHEM
Bonbard,COTUGRAIN,BASF
CANVION310 DC,COTUGRAIN,Syngenta Crop Protection
CIGNA 50 EC,COTUGRAIN,SYNGENTA
COBRE,COTUGRAIN,NORDOX INDUSTRIER A(fabricant)
COBRE NORDOX,COTUGRAIN,NORDOX INDUSTRIER A
COBRE NORDOX,COTUGRAIN,NORDOX INDUSTRIER A(fabricant) S;Comme rcial quimecamasso(fourniss eur)
Cynam EC,COTUGRAIN,LIDA
D IAMEX SL,COTUGRAIN,UPL
DELTOP EC,COTUGRAIN,SHANDONG
DIAMEX SL,COTUGRAIN,UPL
EPIC TOP SE,COTUGRAIN,BASF
FURY 10,COTUGRAIN,FMC Chemical
Fostan,COTUGRAIN,DOW AGROSCIENCES
Fury Geo,COTUGRAIN,FMC
HELIX,COTUGRAIN,SHARDA
LEPINOX PLUS WP,COTUGRAIN,CBC (EUROPE)
LEPINOX PLUS WP,COTUGRAIN,BIOG ARD
LIMASTOP,COTUGRAIN,SHARDA
LUMIERE EC,COTUGRAIN,TotalEnergies Fluides A travers KOPPERT
LUMIEREEC,COTUGRAIN,TotalEnergies Fluides
LUMIEREEC,COTUGRAIN,A travers
LUMIEREEC,COTUGRAIN,KOPPERT
MELCAR TOP,COTUGRAIN,SYNGENTA
Midash 350 SC,COTUGRAIN,SHARDA
NORDOX,COTUGRAIN,S;Commercial quimecamasso(four)
Naturalis,COTUGRAIN,CBC europe
Naturalis SC,COTUGRAIN,CBC europe
Nopasaran,COTUGRAIN,BASF
ORONDIS,COTUGRAIN,Syngenta Crop
ORONDIS,COTUGRAIN,Syngenta Crop Protection
P ULSEI EC,COTUGRAIN,SPEISA SA
PRIAXOR SE,COTUGRAIN,BASF
PULSEI EC,COTUGRAIN,SPEISA SA
PYROS SC,COTUGRAIN,SHANDONG WEIFANG
